uniprot_id,protein_name,n_entries,n_assigned,n_dropped,n_pockets,pocket_sizes
Q8RDN9,N-acetylneuraminate-binding protein,1,,,1,[1]
Q8RCC4,"ABC-type amino acid transport system, periplasmic component",1,,,1,[1]
Q8R550,SH3 domain-containing kinase-binding protein 1,1,,,1,[1]
Q8Q3H0,POL PROTEIN,3,3.0,0.0,1,[3]
Q8P559,Response regulator,1,,,1,[1]
Q8NVG0,Type II pantothenate kinase,1,,,1,[1]
Q8NR95,"Bacterial regulatory proteins, tetR family",1,,,1,[1]
Q8NFU5,"Inositol polyphosphate multikinase,Inositol polyphosphate multikinase",6,6.0,0.0,1,[6]
Q8NEM0,Microcephalin,2,2.0,0.0,1,[2]
Q8NEB9,PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT TYPE 3,2,2.0,0.0,1,[2]
Q8NB16,Mixed lineage kinase domain-like protein,1,,,1,[1]
P49410,ELONGATION FACTOR TU (EF-TU),1,,,1,[1]
P43254,E3 ubiquitin-protein ligase COP1,1,,,1,[1]
P49336,Cyclin-dependent kinase 8,12,12.0,0.0,1,[12]
O76290,Pteridine reductase,3,3.0,0.0,1,[3]
O53623,Probable transcriptional regulatory protein,3,3.0,0.0,1,[3]
O53580,Long-chain-fatty-acid--AMP ligase FadD32,1,,,1,[1]
O50260,AgaA,1,,,1,[1]
O43924,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",11,11.0,0.0,1,[11]
O43781,Dual specificity tyrosine-phosphorylation-regulated kinase 3,1,,,1,[1]
O43719,HIV Tat-specific factor 1,1,,,1,[1]
O43683,Mitotic checkpoint serine/threonine-protein kinase BUB1,1,,,1,[1]
O43614,"Orexin receptor type 2,GlgA glycogen synthase,Orexin receptor type 2",2,2.0,0.0,1,[2]
O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,1,,,1,[1]
O43570,CARBONIC ANHYDRASE XII,16,16.0,0.0,1,[16]
O43451,Maltase-glucoamylase,8,8.0,0.0,1,[8]
O43353,Receptor-interacting serine/threonine-protein kinase 2,1,,,1,[1]
O43314,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,5,5.0,0.0,1,[5]
O43293,Death-associated protein kinase 3,1,,,1,[1]
O43175,D-3-phosphoglycerate dehydrogenase,5,5.0,0.0,1,[5]
O42721,Cell wall antigen,1,,,1,[1]
O40922,ORF 17,2,2.0,0.0,1,[2]
O38732,Chemical analogue HIV-1 protease,1,,,1,[1]
O38731,Protease,1,,,1,[1]
O38723,Protease,2,2.0,0.0,1,[2]
O38719,Protease,1,,,1,[1]
O38710,Protease,2,2.0,0.0,1,[2]
O38707,Protease,1,,,1,[1]
O35904,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT DELTA ISOFORM",16,16.0,0.0,1,[16]
O35820,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,4,4.0,0.0,1,[4]
O35718,Suppressor of cytokine signaling 3,1,,,1,[1]
O34911,ykoF,1,,,1,[1]
O34738,Putative HMP/thiamine permease protein YkoE,1,,,1,[1]
O34667,S-ribosylhomocysteine lyase,2,2.0,0.0,1,[2]
O54438,3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE FABG,9,9.0,0.0,1,[9]
O55043,Rho guanine nucleotide exchange factor 7,1,,,1,[1]
O55239,Nicotinamide N-methyltransferase,2,2.0,0.0,1,[2]
O66837,Biotin [acetyl-CoA-carboxylase] ligase,1,,,1,[1]
O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",19,19.0,0.0,1,[19]
O76054,SEC14-like protein 2,1,,,1,[1]
O75936,GAMMA-BUTYROBETAINE DIOXYGENASE,5,5.0,0.0,1,[5]
O75608,Acyl-protein thioesterase 1,1,,,1,[1]
O75530,Polycomb protein EED,16,16.0,0.0,1,[16]
O75469,Orphan Nuclear Receptor PXR,2,2.0,0.0,1,[2]
O75385,Serine/threonine-protein kinase ULK1,4,4.0,0.0,1,[4]
O75173,A disintegrin and metalloproteinase with thrombospondin motifs 4,3,3.0,0.0,1,[3]
O74036,DNA REPAIR AND RECOMBINATION PROTEIN RADA,1,,,1,[1]
O68183,APH(2'')-Id,1,,,1,[1]
O67854,Transporter,6,6.0,0.0,1,[6]
O67648,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,3,3.0,0.0,1,[3]
O67135,HDLP (HISTONE DEACETYLASE-LIKE PROTEIN),1,,,1,[1]
O66809,Cell division protein ftsZ,1,,,1,[1]
O57728,A-TYPE ATP SYNTHASE CATALYTIC SUBUNIT A,1,,,1,[1]
O66496,2-DEHYDRO-3-DEOXYPHOSPHOOCTONATE ALDOLASE,2,2.0,0.0,1,[2]
O66264,Cellobiose Phosphorylase,1,,,1,[1]
O64094,AimR transcriptional regulator,3,3.0,0.0,1,[3]
O60894,"Maltose-binding periplasmic protein,Receptor activity-modifying protein 1,Calcitonin gene-related peptide type 1 receptor",1,,,1,[1]
O60885,Bromodomain-containing protein 4,148,148.0,0.0,1,[148]
O60880,T CELL SIGNAL TRANSDUCTION MOLECULE SAP,1,,,1,[1]
O60760,Glutathione-requiring prostaglandin D synthase,15,15.0,0.0,1,[15]
O60701,UDP-glucose 6-dehydrogenase,1,,,1,[1]
O60678,Protein arginine N-methyltransferase 3,2,2.0,0.0,1,[2]
O60674,Tyrosine-protein kinase JAK2,53,46.0,7.0,1,[46]
O60502,Protein O-GlcNAcase,3,3.0,0.0,1,[3]
O58212,PUTATIVE UNCHARACTERIZED PROTEIN PH0463,1,,,1,[1]
O57947,"Ribose 1,5-bisphosphate isomerase",1,,,1,[1]
O33877,3-HYDROXYDECANOYL-[ACYL-CARRIER-PROTEIN] DEHYDRATASE,1,,,1,[1]
O32449,Proline iminopeptidase,1,,,1,[1]
O32393,ADENYLATE CYCLASE,1,,,1,[1]
O00257,E3 SUMO-protein ligase CBX4,1,,,1,[1]
O14508,Suppressor of cytokine signaling 2,1,,,1,[1]
O13833,Poly(A) RNA polymerase protein cid1,1,,,1,[1]
O12158,Protease,2,2.0,0.0,1,[2]
O09893,PROTEIN (PROTEASE),1,,,1,[1]
O00764,Pyridoxal kinase,1,,,1,[1]
O00763,Acetyl-CoA carboxylase 2,2,2.0,0.0,1,[2]
O00625,Pirin,5,5.0,0.0,1,[5]
O00482,Nuclear receptor subfamily 5 group A member 2,1,,,1,[1]
O00481,Butyrophilin subfamily 3 member A1,3,2.0,1.0,1,[2]
O00478,Butyrophilin subfamily 3 member A3,2,2.0,0.0,1,[2]
O00443,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,1,,,1,[1]
O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase",31,31.0,0.0,1,[31]
O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",1,,,1,[1]
O00255,Menin,23,23.0,0.0,1,[23]
O14733,Dual specificity mitogen-activated protein kinase kinase 7,2,2.0,0.0,1,[2]
M9V5A4,POLYMERASE PA,2,2.0,0.0,1,[2]
M1E1E4,"Fusion glycoprotein F0, Envelope glycoprotein chimera",1,,,1,[1]
L7R9I1,Core protein,2,2.0,0.0,1,[2]
L0N7E5,Alpha-glucosidase,1,,,1,[1]
K9N638,ORF1a,1,,,1,[1]
K7N5N3,Neuraminidase,2,2.0,0.0,1,[2]
K0Y3H9,Sialic Acid Binding Protein,1,,,1,[1]
J9XXB7,Capsid protein VP1,1,,,1,[1]
J9VNH4,CMGC/CK2 protein kinase,1,,,1,[1]
J9U5U9,Probable strigolactone esterase DAD2,2,2.0,0.0,1,[2]
J9PBT4,ABC transporter,1,,,1,[1]
I7FE16,Isoniazid inducible gene protein IniA,1,,,1,[1]
I7BFC3,HIV-1 protease PR-S17,3,3.0,0.0,1,[3]
O14684,Prostaglandin E synthase,9,9.0,0.0,1,[9]
O14744,Protein arginine N-methyltransferase 5,3,3.0,0.0,1,[3]
O32253,Central glycolytic gene regulator,2,2.0,0.0,1,[2]
O24872,Dethiobiotin synthetase,2,2.0,0.0,1,[2]
O32243,Glycine betaine/carnitine/choline-binding protein,1,,,1,[1]
O32080,YuaA protein,2,2.0,0.0,1,[2]
O31927,SPBc2 prophage-derived uncharacterized protein YopK,1,,,1,[1]
O29280,osmoprotection protein (proX),2,2.0,0.0,1,[2]
O28751,HYPOTHETICAL PROTEIN AF1521,2,2.0,0.0,1,[2]
O28625,Prenyltransferase,1,,,1,[1]
O28527,Nitrogen regulatory protein P-II (GlnB-2),1,,,1,[1]
O28471,RIO-type serine/threonine-protein kinase Rio1,2,2.0,0.0,1,[2]
O27402,Precorrin-2 methyltransferase,1,,,1,[1]
O26232,orotidine 5'-monophosphate decarboxylase,5,5.0,0.0,1,[5]
O25928,(3R)-hydroxymyristoyl-acyl carrier protein dehydratase,1,,,1,[1]
O25560,Hydrogenase/urease nickel incorporation protein HypB,1,,,1,[1]
O25294,Cytosol aminopeptidase,1,,,1,[1]
O23346,"Imidazoleglycerol-phosphate dehydratase 2, chloroplastic",2,2.0,0.0,1,[2]
O14786,Neuropilin-1,2,2.0,0.0,1,[2]
O15826,DUTPASE,2,2.0,0.0,1,[2]
O15540,"FATTY ACID-BINDING PROTEIN, BRAIN",2,2.0,0.0,1,[2]
O15496,GROUP 10 SECRETORY PHOSPHOLIPASE A2,4,4.0,0.0,1,[4]
O15460,Prolyl 4-hydroxylase subunit alpha-2,1,,,1,[1]
O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial",1,,,1,[1]
O15294,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,6,6.0,0.0,1,[6]
O15264,Mitogen-activated protein kinase 13,1,,,1,[1]
O15164,Transcription intermediary factor 1-alpha,8,8.0,0.0,1,[8]
O15151,Protein Mdm4,13,13.0,0.0,1,[13]
O15054,LYSINE-SPECIFIC DEMETHYLASE 6B,1,,,1,[1]
O14976,Cyclin-G-associated kinase,2,2.0,0.0,1,[2]
O14965,SERINE/THREONINE-PROTEIN KINASE 6,24,22.0,2.0,1,[22]
O14842,"Free fatty acid receptor 1,Lysozyme",1,,,1,[1]
O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",4,4.0,0.0,1,[4]
O77404,Tryparedoxin,2,2.0,0.0,1,[2]
I6YFP0,Bifunctional ligase/repressor BirA,9,9.0,0.0,1,[9]
O77421,PROTEIN (FEMALE-SPECIFIC HISTAMINE BINDING PROTEIN 2),1,,,1,[1]
P01865,4-4-20 (IG*G2A=KAPPA=) FAB FRAGMENT,1,,,1,[1]
P01863,PROTEIN (IG ANTIBODY D2.3 (HEAVY CHAIN)),3,2.0,1.0,1,[2]
P01857,CHIMERIC GERMLINE PRECURSOR OF OXY-COPE CATALYTIC ANTIBODY AZ-28 (HEAVY CHAIN),2,2.0,0.0,1,[2]
P01844,13F6-1-2 Fab fragment V lambda x light chain,1,,,1,[1]
P01834,CHIMERIC 48G7 FAB,2,2.0,0.0,1,[2]
P01801,heavy chain of the monoclonal antibody Fab SYA/J6,3,3.0,0.0,1,[3]
P01727,SCFV-SM3,2,2.0,0.0,1,[2]
P01724,PROTEIN (ANTIBODY M3C65 (LIGHT CHAIN)),1,,,1,[1]
P01660,6C8 light chain,1,,,1,[1]
P01556,Cholera enterotoxin B-subunit,1,,,1,[1]
P01375,"Tumor necrosis factor (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) (Cachectin) [Contains: Tumor necrosis factor, membrane form; Tumor necrosis factor, soluble form]",1,,,1,[1]
P01116,GTPase KRas,4,4.0,0.0,1,[4]
P01112,TRANSFORMING PROTEIN P21/H-RAS-1,1,,,1,[1]
P01024,Complement C3,1,,,1,[1]
P01011,Alpha-1-antichymotrypsin,5,5.0,0.0,1,[5]
P00959,Methionyl-tRNA synthetase,1,,,1,[1]
P00953,tryptophan-tRNA ligase,2,2.0,0.0,1,[2]
P00950,PROTEIN (PHOSPHOGLYCERATE MUTASE 1),1,,,1,[1]
P00947,STEROID DELTA-ISOMERASE,1,,,1,[1]
P00929,TRYPTOPHAN SYNTHASE (ALPHA CHAIN),6,6.0,0.0,1,[6]
P00924,ENOLASE,2,2.0,0.0,1,[2]
P00915,CARBONIC ANHYDRASE I,16,16.0,0.0,1,[16]
P00883,ALDOLASE,3,3.0,0.0,1,[3]
P00875,RIBULOSE BISPHOSPHATE CARBOXYLASE/OXYGENASE,1,,,1,[1]
P00811,Beta-lactamase,11,11.0,0.0,1,[11]
P00803,SIGNAL PEPTIDASE I,1,,,1,[1]
P00800,THERMOLYSIN,26,26.0,0.0,1,[26]
P00798,PENICILLOPEPSIN,9,9.0,0.0,1,[9]
P00797,RENIN,31,31.0,0.0,1,[31]
P01867,BLUE FLUORESCENT ANTIBODY (19G2)-HEAVY CHAIN,1,,,1,[1]
P01868,28B4 FAB,2,2.0,0.0,1,[2]
P01869,29G11 FAB (HEAVY CHAIN),1,,,1,[1]
P02911,"LYSINE, ARGININE, ORNITHINE-BINDING PROTEIN",12,12.0,0.0,1,[12]
P03472,NEURAMINIDASE,7,7.0,0.0,1,[7]
P03452,Hemagglutinin,2,2.0,0.0,1,[2]
P03420,Fusion glycoprotein F0,1,,,1,[1]
P03369,HIV-1 PROTEASE,56,56.0,0.0,1,[56]
P03367,HIV-1 PROTEASE,79,79.0,0.0,1,[79]
P03366,HIV-1 PROTEASE,101,94.0,7.0,1,[94]
P03322,PROTEASE,1,,,1,[1]
P03314,RNA-directed RNA polymerase NS5,3,3.0,0.0,1,[3]
P03211,EBNA1,2,2.0,0.0,1,[2]
P03147,Capsid protein,1,,,1,[1]
P03072,Large T antigen,1,,,1,[1]
P02925,D-RIBOSE-BINDING PROTEIN,3,3.0,0.0,1,[3]
P02924,L-ARABINOSE-BINDING PROTEIN,8,8.0,0.0,1,[8]
P02866,Concanavalin-A,1,,,1,[1]
P01889,"HLA class I histocompatibility antigen, B-35 alpha chain",10,10.0,0.0,1,[10]
P02829,HEAT SHOCK PROTEIN 90,16,16.0,0.0,1,[16]
P02766,TRANSTHYRETIN,57,57.0,0.0,1,[57]
P02754,BETA-LACTOGLOBULIN,12,12.0,0.0,1,[12]
P02753,PLASMA RETINOL-BINDING PROTEIN PRECURSOR,3,3.0,0.0,1,[3]
P02751,Fibronectin,1,,,1,[1]
P02747,Complement C1q subcomponent subunit C,1,,,1,[1]
P02743,Serum amyloid P-component,1,,,1,[1]
P02701,CIRCULAR PERMUTANT OF AVIDIN,5,5.0,0.0,1,[5]
P02692,LIVER FATTY ACID BINDING PROTEIN,1,,,1,[1]
P01911,"HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DR-1 BETA CHAIN",17,17.0,0.0,1,[17]
P01901,PROTEIN (ALLOGENEIC H-2KB MHC CLASS I MOLECULE),15,15.0,0.0,1,[15]
P01899,H2-Db major histocompatibility antigen,2,2.0,0.0,1,[2]
P01897,"H-2 class I histocompatibility antigen, L-D alpha chain",4,4.0,0.0,1,[4]
P00778,ALPHA-LYTIC PROTEASE,1,,,1,[1]
P00776,PROTEINASE A (SGPA),1,,,1,[1]
P00772,ELASTASE,8,8.0,0.0,1,[8]
O95166,Gamma-aminobutyric acid receptor-associated protein,2,2.0,0.0,1,[2]
O96017,CHECKPOINT KINASE 2,15,15.0,0.0,1,[15]
O96013,SERINE/THREONINE-PROTEIN KINASE PAK 4,7,7.0,0.0,1,[7]
O95931,Chromobox protein homolog 7,1,,,1,[1]
O95819,Mitogen-activated protein kinase kinase kinase kinase 4,5,5.0,0.0,1,[5]
O95749,Geranylgeranyl pyrophosphate synthase,1,,,1,[1]
O95696,Bromodomain-containing protein 1,1,,,1,[1]
O95619,YEATS domain-containing protein 4,1,,,1,[1]
O95470,Sphingosine-1-phosphate lyase 1,1,,,1,[1]
O95453,Poly(A)-specific ribonuclease PARN,1,,,1,[1]
O95445,APOLIPOPROTEIN M,1,,,1,[1]
O95372,Acyl-protein thioesterase 2,1,,,1,[1]
O95271,Tankyrase-1,17,16.0,1.0,1,[16]
O95251,Histone acetyltransferase KAT7,1,,,1,[1]
O95149,snurportin-1,1,,,1,[1]
P00183,Cytochrome P450-cam,1,,,1,[1]
O95050,indolethylamine N-methyltransferase,1,,,1,[1]
O94925,"Glutaminase kidney isoform, mitochondrial",7,7.0,0.0,1,[7]
O93077,HCV NS5B POLYMERASE,1,,,1,[1]
O92139,HIV-1 PROTEASE,1,,,1,[1]
O92103,PROTEIN (PROTEASE),1,,,1,[1]
O89100,GRB2-RELATED ADAPTOR PROTEIN 2,2,2.0,0.0,1,[2]
O88703,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,2,2.0,0.0,1,[2]
O88622,Poly(ADP-ribose) glycohydrolase,1,,,1,[1]
O88339,EPSIN,1,,,1,[1]
O85672,GLUCOAMYLASE,1,,,1,[1]
O85465,ENDOGLUCANASE 5A,2,2.0,0.0,1,[2]
O85361,Beta-N-acetylhexosaminidase,2,2.0,0.0,1,[2]
O80992,Putative uncharacterized protein At2g26040,3,3.0,0.0,1,[3]
O96935,M1 family aminopeptidase,23,23.0,0.0,1,[23]
P00323,FLAVODOXIN,9,9.0,0.0,1,[9]
P00763,TRYPSIN,2,2.0,0.0,1,[2]
P00524,PP60 V-SRC TYROSINE KINASE TRANSFORMING PROTEIN,5,5.0,0.0,1,[5]
P00760,TRYPSIN,103,103.0,0.0,1,[103]
P00749,PROTEIN (UROKINASE-TYPE PLASMINOGEN ACTIVATOR),54,54.0,0.0,1,[54]
P00747,PLASMINOGEN,8,6.0,2.0,1,[6]
P00746,COMPLEMENT FACTOR D,9,9.0,0.0,1,[9]
P00742,BLOOD COAGULATION FACTOR XA,89,89.0,0.0,1,[89]
P00740,Coagulation factor IX,6,6.0,0.0,1,[6]
P00730,CARBOXYPEPTIDASE A,12,12.0,0.0,1,[12]
P00727,LEUCINE AMINOPEPTIDASE,4,4.0,0.0,1,[4]
P00698,Lysozyme C,2,2.0,0.0,1,[2]
P00690,ALPHA-AMYLASE,1,,,1,[1]
P00651,RIBONUCLEASE T1 ISOZYME,1,,,1,[1]
P00592,"Phospholipase A2, major isoenzyme",1,,,1,[1]
P00572,THYMIDYLATE KINASE,1,,,1,[1]
P00523,Proto-oncogene tyrosine-protein kinase Src,18,18.0,0.0,1,[18]
P00338,L-lactate dehydrogenase A chain,2,2.0,0.0,1,[2]
P00520,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE ABL,11,7.0,4.0,1,[7]
P00517,C-AMP-DEPENDENT PROTEIN KINASE,47,47.0,0.0,1,[47]
P00492,HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE,8,8.0,0.0,1,[8]
P00491,Purine nucleoside phosphorylase,9,9.0,0.0,1,[9]
P00490,MALTODEXTRIN PHOSPHORYLASE,1,,,1,[1]
P00484,TYPE III CHLORAMPHENICOL ACETYLTRANSFERASE,1,,,1,[1]
P00480,PROTEIN (ORNITHINE TRANSCARBAMOYLASE),1,,,1,[1]
P00469,THYMIDYLATE SYNTHASE,9,9.0,0.0,1,[9]
P00451,Coagulation factor VIII,1,,,1,[1]
P00441,Superoxide dismutase [Cu-Zn],1,,,1,[1]
P00437,"PROTOCATECHUATE 3,4-DIOXYGENASE",4,4.0,0.0,1,[4]
P00374,DIHYDROFOLATE REDUCTASE,8,8.0,0.0,1,[8]
P00349,6-PHOSPHOGLUCONATE DEHYDROGENASE,1,,,1,[1]
I7B368,Glutathione transferase,1,,,1,[1]
I6Y8T4,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 1,1,,,1,[1]
P03951,Coagulation factor XI,35,35.0,0.0,1,[35]
B0VD92,Aminoglycoside 3'-phosphotransferase AphA1-IAB,2,2.0,0.0,1,[2]
A5H660,HISTONE DEACETYLASE 8,17,17.0,0.0,1,[17]
A5F5R2,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,2,2.0,0.0,1,[2]
A4ZF98,DUTPase,1,,,1,[1]
A4TVL0,Cereblon isoform 4,3,3.0,0.0,1,[3]
A4Q998,Purine nucleoside phosphorylase,1,,,1,[1]
A4GRE3,Macrophage migration inhibitory factor,2,2.0,0.0,1,[2]
A3XHF9,"Ribonucleoside-diphosphate reductase, beta subunit 1",1,,,1,[1]
A3N294,"ABC-type Fe3+ transport system, periplasmic component",3,3.0,0.0,1,[3]
A3MWN5,Actin/actin family protein,1,,,1,[1]
A3FQ16,"CALMODULIN-DOMAIN PROTEIN KINASE 1, PUTATIVE",3,3.0,0.0,1,[3]
A2YPH1,Beta-mannosidase/beta-glucosidase,1,,,1,[1]
A2VLK3,1-DEOXY-D-XYLULOSE 5-PHOSPHATE REDUCTOISOMERASE,2,2.0,0.0,1,[2]
A2RMJ9,Biotin transporter BioY,1,,,1,[1]
A2RJ53,Oligopeptide-binding protein oppA,2,2.0,0.0,1,[2]
A2RI47,Thiamine transporter ThiT,1,,,1,[1]
A2RI36,"Transcriptional regulator, PadR-like family",3,3.0,0.0,1,[3]
A2IC68,FIMH,1,,,1,[1]
A1JJJ9,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,1,,,1,[1]
A1ILL9,Neuraminidase,1,,,1,[1]
A0ZNP5,hNV-RdRp,1,,,1,[1]
A0ZNP3,Capsid protein,1,,,1,[1]
A0R5M8,Histidine-specific methyltransferase EgtD,3,3.0,0.0,1,[3]
A0QYW6,UNIVERSAL STRESS PROTEIN,1,,,1,[1]
A0QWG6,PHOSPHATIDYLINOSITOL MANNOSYLTRANSFERASE (PimA),1,,,1,[1]
A0QV09,ALDO-KETO REDUCTASE,1,,,1,[1]
A0QND6,DNA POLYMERASE III SUBUNIT BETA,1,,,1,[1]
A0F6C5,PROTEASE RETROPEPSIN,1,,,1,[1]
A0ACD6B9N9,Carbon regulatory PII-like protein SbtB,2,2.0,0.0,1,[2]
A0ACD6B942,AlgQ1,1,,,1,[1]
A5HC98,RNA POLYMERASE L,1,,,1,[1]
A5K1A2,GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE,12,12.0,0.0,1,[12]
A5K302,Aspartic protease PM5,2,2.0,0.0,1,[2]
A8C927,16S rRNA methylase,2,2.0,0.0,1,[2]
B0RM05,Diguanylate cyclase,1,,,1,[1]
B0B0V1,Acarbose/maltose binding protein GacH,2,2.0,0.0,1,[2]
A9YN63,Neuraminidase,3,3.0,0.0,1,[3]
A9XG43,3C proteinase,4,4.0,0.0,1,[4]
A9PKC6,Gag protein,1,,,1,[1]
A9JQL9,Dehydrosqualene synthase,13,13.0,0.0,1,[13]
A9CGA5,"ABC transporter, substrate binding protein (Polyamine)",1,,,1,[1]
A9CEZ0,Alpha-glucosidase yihQ,1,,,1,[1]
A8W790,Galacto-N-biose/lacto-N-biose I transporter substrate-binding protein,1,,,1,[1]
A8M6W6,CymD prenyltransferase,2,2.0,0.0,1,[2]
A8IYS5,Septin-like protein,1,,,1,[1]
A8GFD6,Glycoside hydrolase family 18,1,,,1,[1]
A8DG50,"NS3 protease, NS4A protein",11,11.0,0.0,1,[11]
A8B2U2,"Putative fructose-1,6-bisphosphate aldolase",2,2.0,0.0,1,[2]
A5K4U6,Farnesyl pyrophosphate synthase,1,,,1,[1]
A7ZHQ1,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,1,,,1,[1]
A7YYL1,XENAVIDIN,1,,,1,[1]
A7YT55,Hdac6 protein,1,,,1,[1]
A6XNE6,Coniferyl alcohol 9-O-methyltransferase,1,,,1,[1]
A6TF32,FERROUS IRON TRANSPORT PROTEIN B,1,,,1,[1]
A6QHR2,tyrosyl-tRNA synthetase,1,,,1,[1]
A5W4E3,Sensor histidine kinase TodS,1,,,1,[1]
A5VWI3,Beta-lactamase domain protein,1,,,1,[1]
A5U9I4,TetR-family transcriptional regulatory repressor protein,1,,,1,[1]
A5LBQ6,"PROBABLE SUGAR ABC TRANSPORTER, SUGAR-BINDING PROTEIN",1,,,1,[1]
A5KE01,Adenosine deaminase,1,,,1,[1]
A5K8X6,"70 kDa peptidylprolyl isomerase, putative",3,3.0,0.0,1,[3]
A5K8L9,Serine hydroxymethyltransferase,10,10.0,0.0,1,[10]
A0ACD6B8F0,ABC transporter periplasmic peptide-binding protein,1,,,1,[1]
A0ACD6B856,Putative uncharacterized protein orf60T,1,,,1,[1]
A0ACD6B843,Atrazine periplasmic binding protein,3,3.0,0.0,1,[3]
A0A0H2WXZ7,PstA,1,,,1,[1]
A0A0H3NMP8,Type III secretion system effector protein,1,,,1,[1]
A0A0H3K6A3,Staphylococcal enterotoxin-like toxin,1,,,1,[1]
A0A0H3JZJ4,Peptide deformylase,1,,,1,[1]
A0A0H3JWU6,Ferric hydroxamate receptor 2,1,,,1,[1]
A0A0H3JRN6,SA2223 protein,2,2.0,0.0,1,[2]
A0A0H3GM04,FosA family fosfomycin resistance glutathione transferase,1,,,1,[1]
A0A0H3C834,"Sugar ABC transporter, periplasmic sugar-binding protein",1,,,1,[1]
A0A0H3AES3,Methyl-accepting chemotaxis (MCP) signaling domain protein,1,,,1,[1]
A0A0H2ZE85,FUCOSE-BINDING LECTIN PA-IIL,1,,,1,[1]
A0A0H2ZD98,Putative uncharacterized protein pelD,1,,,1,[1]
A0A0H2ZD27,CFTR inhibitory factor,3,3.0,0.0,1,[3]
A0A0H2YU91,ALPHA-N-ACETYLGLUCOSAMINIDASE,2,2.0,0.0,1,[2]
A0A0H2XK72,Ribosome biogenesis GTPase A,3,3.0,0.0,1,[3]
A0A0H2US73,N-ACETYL-BETA-D-GLUCOSAMINIDASE,3,3.0,0.0,1,[3]
A0A0J9WZF0,"Topoisomerase IV, subunit B",2,2.0,0.0,1,[2]
A0A0H2URD6,"ABC TRANSPORTER, SUBSTRATE-BINDING PROTEIN",3,3.0,0.0,1,[3]
A0A0H2UPT5,"Iron-compound ABC transporter, iron compound-binding protein",1,,,1,[1]
A0A0H2UPS5,Aspartate beta-semialdehyde dehydrogenase,1,,,1,[1]
A0A0H2UP19,BETA-GALACTOSIDASE,1,,,1,[1]
A0A0H2UNK6,Mevalonate kinase,1,,,1,[1]
A0A0D2ILK1,Lactonase for protein,2,2.0,0.0,1,[2]
A0A0B4WYC6,NS3 protease,3,3.0,0.0,1,[3]
A0A093VKV7,Envelope glycoprotein,2,2.0,0.0,1,[2]
A0A087WNH6,Adenosylhomocysteinase,1,,,1,[1]
A0A083ZM57,Periplasmic alpha-galactoside-binding protein,3,3.0,0.0,1,[3]
A0A078SUX9,"Glycosyl hydrolases family 2, sugar binding domain protein",1,,,1,[1]
A0A067Y7N7,Neuraminidase,3,3.0,0.0,1,[3]
A0A024V0B1,M17 family aminopeptidase,3,3.0,0.0,1,[3]
A0A0J7JFD7,Acetylpolyamine amidohydrolase,1,,,1,[1]
A0A0J9X1Y8,Polymerase basic protein 2,1,,,1,[1]
A0ACD6B832,Endoglycoceramidase II,3,3.0,0.0,1,[3]
A0A1D5B395,Wisteria floribunda agglutinin,1,,,1,[1]
A0A5S8WFA6,exosialidase from uncultured bacterium pG7,1,,,1,[1]
A0A5P8YCA3,"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase",1,,,1,[1]
A0A4Y1WAP5,Prolyl 4-Hydroxylase,1,,,1,[1]
A0A4S8L4Q5,dbOphM,1,,,1,[1]
A0A3Q9Y393,Heme-binding protein A,1,,,1,[1]
A0A3Q0KJ78,Nucleoside diphosphate kinase,1,,,1,[1]
A0A315GY36,Metal-binding protein ZinT,1,,,1,[1]
A0A2T6C3M6,Fucose-binding lectin,1,,,1,[1]
A0A221ZS22,Group II chitinase,3,3.0,0.0,1,[3]
A0A1X8XLE9,Ancestral Glucocorticoid Receptor2,1,,,1,[1]
